Player,Team,Age,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Heath Shaw,Greater Western Sydney,34,Med Defender,26,7.527,84.731,83.269,0,0,92.269,16.154,3.962,20.115,76.099,73.571,86.408,80.306,1.038,6.462,400.308,19.901,3.692,5.448,4.654,4.322,5,12.654,17.654,28.322,6.231,3.692,0,0.308,0.308,6.808,0.538,0.038,1.5,0,0.423,1.077,-0.654,0,0,0,,0,,2.308,0.038,2.115,18.182,0.038,,0,0,0.038,0.077,0.038,,2.385,10.455,1.308,1.923,3.038,6.538,2.154
Hugh Dixon,Fremantle,20,Key Forward,1,11.2,45,35,0,0,88,4,4,8,,,,,1,0,91,,1,8,1,8,6,2,8,,3,4,0,0,0,2,1,0,0,0,1,0,1,12,15.19,2,,0,,0,0,0,,5,,1,1,0,1,0,,3,17.647,0,0,2,16,2
Hugh Goddard,Carlton,23,Key Defender,2,1.6,26.5,25,0,0,59,4,2,6,,,,,0,0,26.5,,1,6,1,6,2,3.5,5.5,,2.5,2,0,0.5,0.5,1.5,0,0,0.5,0,0,0.5,-0.5,0,0,0,,0,,1.5,0,2.5,,0,,0,0,0,0,0,,0,0,0,0,2.5,6,2.5
Hugh Greenwood,Adelaide,27,Mid Forward,14,13.2,85.286,78,0,0,72.5,8.5,8.571,17.071,70.293,52.941,87.5,49.791,1.429,1,153.714,9.004,1.857,9.192,2.286,7.469,11.357,6.357,17.714,64.113,3.357,8.571,1.571,2.571,4.143,2.429,0.714,0.571,0.357,0.143,0.929,0.643,0.286,0,0,0,,0,,6,1.429,0,,0.786,27.273,11,0.786,0.357,1.357,0,57.895,4.357,18.541,1.214,0,1.286,23.857,0.5
Hugh McCluggage,Brisbane,21,Midfielder,23,12.139,93.913,91.087,36,1.565,81.652,13.913,8.739,22.652,67.562,59.688,80.1,61.42,4.217,1.739,387.087,17.088,3.13,7.236,3.913,5.789,8.522,14.435,22.957,37.121,2.565,6.261,0.87,2.478,3.348,3.913,0,0.478,0.087,0.13,1,0.696,0.304,0,0,0,,0,,3.652,0.739,0.13,,0.217,,23,1,0.609,2.217,0.478,45.098,6.174,24.191,1.478,0.304,1,18.087,0.478
Hunter Clark,St Kilda,20,Med Defender,14,7.036,74.071,76.857,7,0.5,77.286,10.929,9.571,20.5,71.08,64.052,79.104,53.31,1.929,2.5,278.929,13.606,2.643,7.757,4.5,4.556,6.571,14.143,20.714,31.724,4.5,5.286,0.286,1.286,1.571,4.571,0.214,0.143,0.714,0.071,0.786,1,-0.214,0,0,0,,0,,3.071,0.286,0.571,,0.143,,2,0.143,0.286,0.571,0.286,,3.286,14.935,1.214,0.071,1,13.357,0.786
Isaac Cumming,Greater Western Sydney,21,Med Defender,5,6.12,56.4,49.8,0,0,72.2,7,5,12,83.333,74.286,96,58.333,0.8,1.8,141.6,11.8,0.8,15,1.6,7.5,4,7.4,11.4,35.088,2,2.8,0.4,0.8,1.2,3,0.4,0,0.2,0.2,0.6,0.4,0.2,0,0,0,,0,,2.6,0.2,0.6,,0.4,,0,0,0,0.2,0.2,,2.4,9.836,0.8,0,2,10.2,1.6
Isaac Heeney,Sydney,23,Mid Forward,22,11.895,94.045,89.818,29,1.318,82.545,10.773,9.273,20.045,71.882,65.401,79.412,53.741,2.955,0.955,305.591,15.245,2.909,6.891,3.864,5.188,9,11.545,20.545,43.805,2.318,5.727,0.636,1.727,2.364,5.727,1.136,1.318,0.591,0.682,1.227,0.909,0.318,0.182,0.201,0.045,,0,,3.864,1,0.227,,1.727,44.737,26,1.182,0.682,2.182,0.364,54.167,5.909,27.897,0.818,0.045,1.364,17.136,0.864
Isaac Quaynor,Collingwood,19,Med Defender,4,6.525,60.25,60.75,0,0,76.25,8.75,5.75,14.5,75.862,68.571,86.957,60.345,2.75,2,256.5,17.69,1.5,9.667,2.25,6.444,5.25,9.5,14.75,35.593,5,3.75,0,0.5,0.5,4.5,0.75,0,2,0,1,0.5,0.5,0,0,0,,0,,2.5,0,2,,0,,0,0,0,0.25,0.25,,2.25,10.976,1,0.25,2.5,11.25,2.25
Isaac Smith,Hawthorn,31,Midfielder,19,9.068,83,84.947,12,0.632,84.789,14.368,8.105,22.474,73.068,64.103,88.961,63.934,4.895,2.737,469.474,20.89,3.105,7.237,5.368,4.186,4.895,16.737,21.632,22.628,2.421,4.105,0.158,1.526,1.684,5.263,0.158,0.368,0.316,0.421,0.158,0.737,-0.579,0,0,0,,0,,2.158,0.421,0.263,,0.316,,9,0.474,0.421,1.316,0.632,36,4.842,21.296,0.684,0.895,1.053,13.579,0.421
Ivan Soldo,Richmond,23,Ruck,14,10.407,73.214,71.143,0,0,66.071,4.857,4.286,9.143,76.562,67.647,86.667,53.125,1.143,1,69.143,7.562,2.071,4.414,1.071,8.533,5.214,3.357,8.571,60.833,2.429,2.714,0.714,2.071,2.786,2.357,0.5,0.214,1.071,0,1.571,1.571,0,56.714,65.029,25.643,45.214,6.571,25.627,3.929,0.643,0.5,,0.214,,6,0.429,0.143,0.571,0.071,,3.143,12.791,2,0.071,3,15.5,2.143
Jack Billings,St Kilda,24,Midfielder,22,8.777,93.818,98.5,36,1.636,88.591,14.364,11.364,25.727,70.495,64.873,77.6,55.83,3.682,2.682,387.318,15.055,3.136,8.203,4.909,5.241,7.273,18.136,25.409,28.623,3.364,5.545,0.591,1.5,2.091,6,0.591,0.636,0.773,0.136,0.5,0.545,-0.045,0,0,0,,0,,2.955,0.409,0.227,,0.364,,13,0.591,0.455,1.5,0.455,39.394,5.273,24.167,1.136,0.182,1.591,14.227,1.091
Jack Bowes,Gold Coast,21,Midfielder,15,9.333,75.733,71.6,5,0.333,74.8,9.267,9.133,18.4,70.29,60.432,80.292,50.362,2.733,1.267,235.333,12.79,2.667,6.9,3.333,5.52,8.4,10.6,19,44.211,2.733,5.667,1.267,1.333,2.6,3.533,0.4,0.4,0.467,0.333,0.667,1,-0.333,0,0,0,,0,,3.667,0.533,0.2,,0.8,8.333,6,0.4,0.2,0.733,0.4,54.545,3.067,17.899,0.8,0.067,1.533,16.267,0.6
Jack Crisp,Collingwood,26,Med Defender,24,10.583,88.958,97.667,24,1,89.417,14.375,11.208,25.583,70.195,61.159,81.784,56.189,3.042,2.583,368.792,14.415,3.625,7.057,5.083,5.033,8.375,16.833,25.208,33.223,6.333,6.458,0.25,1.833,2.083,6.167,0.25,0.042,1.417,0.083,0.833,0.583,0.25,0,0,0,,0,,3.458,0.333,0.458,9.091,0,,2,0.083,0.208,0.417,0.25,20,4.625,20.255,1.667,0.583,2.375,17.708,1.708
Jack Darling,West Coast,27,Key Forward,24,12.742,84.625,71.25,42,1.75,92.25,8.458,3.5,11.958,63.763,61.084,70.238,70.732,1.708,0,211.083,17.652,2.417,4.948,3.25,3.679,7.167,4.708,11.875,60.351,0.75,3.167,0,0.625,0.625,4.667,1.833,2.125,0.208,0.667,1.25,1.083,0.167,4,4.412,0.708,17.708,0.167,,2.667,1.292,0.042,,4.833,33.621,59,2.458,0.75,3.958,0.667,62.105,5.958,26.433,0.667,0,2.583,11.917,1.667
Jack Graham,Richmond,21,Midfielder,16,9.5,73.812,78.438,8,0.5,75.5,9.562,7.438,17,67.647,58.824,78.992,56.25,3.688,0.875,281,16.529,3.75,4.533,3.812,4.459,6.062,10.688,16.75,36.194,2,4.75,0.5,1.875,2.375,2.25,0.062,0.125,0.125,0,0.438,1.25,-0.812,0,0,0,,0,,7.062,1,0.188,,0.062,,8,0.5,0.188,0.875,0.562,57.143,4.625,19.577,1.188,0,0.875,27.938,0.125
Jack Gunston,Hawthorn,28,Key Forward,20,10.04,79.85,76.1,12,0.6,88.2,11.05,4.45,15.5,67.419,61.086,83.146,71.29,2.95,0.85,304.5,19.645,1.5,10.333,2.5,6.2,4.85,10.4,15.25,31.803,1.65,3.1,0,0.15,0.15,5.55,0.85,1.6,0.2,1.25,0.55,0.45,0.1,0.7,0.758,0.15,,0.05,,2.3,0.8,0.35,,2.5,34,26,1.3,1.05,2.85,0.85,45.614,6.3,28.125,0.65,0.1,2.15,13.25,1.45
Jack Henry,Geelong,21,Med Defender,23,6.609,56.478,46.435,0,0,80.957,7.609,2.87,10.478,75.934,73.714,81.818,72.614,1.478,2.174,192.696,18.39,1.391,7.531,2.13,4.918,4.087,6.348,10.435,39.167,4.348,2.696,0,0.261,0.261,4.217,0.913,0.087,1.217,0.13,0.304,0.391,-0.087,0,0,0,,0,,1.478,0.043,2.087,22.917,0.304,,0,0,0.174,0.174,0.174,,2.348,10.019,1.043,0.087,5.478,6.957,4.87
Jack Higgins,Richmond,20,Med Forward,13,9.885,66.077,67,0,0,81.615,9.231,7.462,16.692,67.742,57.5,80.412,55.3,2.692,0.769,222.769,13.346,2.769,6.028,3.615,4.617,6.308,10,16.308,38.679,1.462,5.385,0.462,0.615,1.077,3,0.385,0.692,0.154,0.077,0.077,0.385,-0.308,0,0,0,,0,,3,1.154,0.077,,0.769,40,9,0.692,0.308,1.154,0.615,60,5,22.807,0.385,0,1.462,18.692,0.462
Jack Hombsch,Gold Coast,26,Key Defender,18,6.844,53.556,39.167,0,0,88.556,5.833,3.056,8.889,80,80,80,65.625,0.278,2.278,114.056,12.831,1.111,8,1,8.889,3.5,5.444,8.944,39.13,4.056,2.056,0,0.167,0.167,3.667,0.389,0,1.278,0.056,0.556,0.667,-0.111,0,0,0,,0,,1.5,0,3.667,30.303,0.167,,0,0,0,0,0,,1,5.556,0.278,0,7.222,6.278,6.389
Jack Lonie,St Kilda,23,Med Forward,13,5.315,65.231,66.538,15,1.154,74.538,9.769,3.769,13.538,60.795,53.543,79.592,72.159,2,0.615,229,16.915,1.769,7.652,2.538,5.333,4.923,9,13.923,35.359,1.385,3.308,0.154,0.462,0.615,3.846,0.077,1,0.231,0.692,1.615,0.462,1.154,0,0,0,,0,,2.615,1.385,0,,0.769,10,13,1,1.462,2.769,0.231,36.111,4.692,21.034,0.615,0,1.077,13.077,0.846
Jack Lukosius,Gold Coast,19,Med Defender,21,5.805,50.571,52.333,0,0,76.619,8.714,2.571,11.286,70.464,68.852,75.926,77.215,1.714,2.143,236.524,20.958,2.048,5.512,2.952,3.823,3.333,6.81,10.143,32.864,2.571,2.238,0,0.333,0.333,4.286,0.524,0.19,0.524,0.429,0.333,0.524,-0.19,0,0,0,,0,,2.095,0.095,0.905,26.316,0.762,25,3,0.143,0.19,0.476,0.286,30,1.905,10.989,0.286,0.143,2.381,11.048,1.571
Jack Macrae,Western Bulldogs,25,Midfielder,23,15.978,122.87,116.217,75,3.261,85.304,14.87,18.478,33.348,74.316,64.912,81.882,44.589,4.174,1.478,351.652,10.545,3.783,8.816,4.783,6.973,13.391,20.087,33.478,40,3.696,10.087,1.87,3.261,5.13,4.391,0.13,0.087,0.652,0,1.87,0.913,0.957,0.522,0.59,0.087,,0.087,,5.217,0.522,0.087,,0.217,,5,0.217,0.087,0.391,0.957,,6.652,27.273,1.957,0.348,1.348,18.522,0.391
Jack Madgen,Collingwood,26,Key Defender,4,6.1,54.25,44,0,0,81.75,6,4.75,10.75,81.395,70.833,,55.814,0.75,1.5,151.5,14.093,1.5,7.167,1.75,6.143,3.5,7,10.5,33.333,4,2.75,0,0.25,0.25,3.75,0,0,0.25,0,0.5,0.75,-0.25,0,0,0,,0,,1.75,0,2.75,54.545,0,,0,0,0,0,0.25,,2,8,0.75,0,5.5,8,4.5
Jack Martin,Gold Coast,24,Mid Forward,16,7.263,77.5,83.688,8,0.5,79.938,11.562,6.562,18.125,60.69,54.054,72.381,63.793,2.75,1.188,265,14.621,3.562,5.088,4.312,4.203,8.688,9.688,18.375,47.279,2.125,5.188,1.375,2,3.375,4.125,0.562,0.5,0.375,0.125,1.5,1.312,0.188,0,0,0,,0,,5.562,0.938,0.438,,0.875,42.857,8,0.5,0.688,1.438,0.25,34.783,3.75,21.583,1.125,0.062,0.75,17,0.312
Jack Newnes,St Kilda,26,Midfielder,20,6.74,71.15,68.95,3,0.15,86.35,10.9,6.4,17.3,69.942,62.844,82.031,63.006,3.1,2.1,307.45,17.772,2.9,5.966,4.45,3.888,5.9,11.45,17.35,34.006,2.65,4.8,0.05,1.65,1.7,4.45,0.1,0.4,0.3,0.6,0.5,1,-0.5,0.05,0.054,0,,0,,2.65,0.55,0.25,,0.6,0,5,0.25,0.5,0.9,0.65,27.778,4.7,21.364,0.95,0.35,1.2,12.8,0.65
Jack Petruccelle,West Coast,20,Med Forward,20,6.815,51,50.85,2,0.1,76.55,7.15,3,10.15,72.906,67.133,86.667,70.443,2.45,0.55,221.5,21.823,1.8,5.639,1.8,5.639,3.4,7.05,10.45,32.536,1.1,2.5,0.05,0.55,0.6,3.5,0.25,0.5,0,0.35,0.35,0.7,-0.35,0,0,0,,0,,1.9,0.4,0.1,,0.85,23.529,21,1.05,0.75,2.25,0.6,46.667,3.85,17.342,0.3,0.5,0.95,14.75,0.5
Jack Redden,West Coast,29,Midfielder,23,8.435,90.609,91.783,6,0.261,81.826,10.913,12.043,22.957,70.644,60.558,79.783,47.538,2.217,1.217,228.652,9.96,2.826,8.123,3.783,6.069,9.478,13.609,23.087,41.055,2.957,6.739,1.565,2.435,4,4.826,0.13,0.13,0.478,0.13,1.13,1.087,0.043,0,0,0,,0,,5.609,0.478,0.13,,0.174,,0,0,0.174,0.261,0.348,,4.174,18.113,1.478,0.043,2.348,23.087,0.739
Jack Riewoldt,Richmond,31,Key Forward,13,9.2,69.077,59.846,6,0.462,89.846,8.846,2,10.846,56.028,50.435,80.769,81.56,2.615,0.154,255.077,23.518,3.385,3.205,4,2.712,5.846,5.154,11,53.147,1.154,2.385,0.154,0.308,0.462,4.231,1.385,2.462,0.077,0.923,1.308,1.231,0.077,1.615,1.894,0.077,4.762,0,,1.692,1.154,0,,5.462,32.394,24,1.846,1.077,3.692,0.923,50,5.769,23.585,0.308,0.077,2.077,11.385,0.615
Jack Ross,Richmond,19,Midfielder,7,8.9,62.571,62,0,0,67.429,8.286,9,17.286,71.074,60.345,80.952,47.934,3.286,1.286,284.429,16.455,2.571,6.722,3.429,5.042,7,10.714,17.714,39.516,2.571,4.429,1.571,2,3.571,2.429,0.143,0,0.429,0.143,1.143,1,0.143,0,0,0,,0,,3.143,0,0,,0.143,,1,0.143,0.286,0.714,0.286,,3.714,16.561,1,0,1.429,18.857,0.143
Jack Scrimshaw,Hawthorn,21,Med Defender,10,8.81,64.5,59,0,0,69.7,8.6,7.4,16,77.5,67.442,89.189,53.75,1.3,2.1,237.4,14.838,2,8,3.3,4.848,6.6,9.4,16,41.25,6.7,5,0,0.1,0.1,4.1,1.1,0,1.8,0,0.3,0.5,-0.2,0,0,0,,0,,1.8,0,1.6,0,0,,0,0,0.1,0.3,0.1,,1.9,8.333,0.8,0.1,2.2,10.5,1.8
Jack Silvagni,Carlton,22,Med Forward,17,7.524,59.882,66.294,5,0.294,79.353,8.588,5.235,13.824,65.532,54.11,84.27,62.128,2.529,0.529,220.412,15.945,3.706,3.73,3.765,3.672,5.588,8.235,13.824,40.426,1.353,3.882,0.353,0.588,0.941,4.294,0.706,0.824,0.353,0.647,0.706,1.118,-0.412,0.059,0.061,0,,0,,3.647,1.412,0.176,,2.176,21.622,13,0.765,0.647,1.882,0.706,40.625,4.412,21.307,0.412,0.059,1.176,14.529,0.647
Jack Sinclair,St Kilda,24,Mid Forward,22,10.955,77.409,66,3,0.136,81.227,9.273,7.5,16.773,71.003,57.843,87.273,55.285,2.909,1.727,251.318,14.984,2,8.386,2.818,5.952,8,9.318,17.318,46.194,3.045,6.227,0.545,1.955,2.5,2.818,0.182,0.273,0.136,0.318,0.773,0.545,0.227,0,0,0,,0,,3.5,0.545,0.318,,0.455,30,4,0.182,0.5,1,0.545,18.182,4.682,21.458,1.136,0.727,1.773,17.364,0.545
Jack Steele,St Kilda,24,Midfielder,20,10.585,95,96.15,14,0.7,84.35,9.75,12.15,21.9,73.973,63.59,82.305,44.521,2.8,1.7,262.75,11.998,3.3,6.636,3.5,6.257,9.55,12.8,22.35,42.729,3.2,6.9,1.3,2.9,4.2,4,0.15,0.3,0.55,0.3,1.1,1.5,-0.4,0,0,0,,0,,8.2,0.95,0.25,,0.1,,3,0.15,0.3,0.6,0.5,25,4.5,20.642,1.2,0.05,1.8,27.1,0.6
Jack Steven,St Kilda,29,Mid Forward,7,10.871,74,76,8,1.143,70,11.143,7.857,19,65.414,58.974,74.545,58.647,3.143,0.857,304.571,16.03,3.714,5.115,4,4.75,8.429,9.571,18,46.825,1.571,5.143,1.143,2.286,3.429,2.714,0.571,0.857,0,0.429,2.429,0.571,1.857,0,0,0,,0,,3.286,0.857,0,,1.143,,5,0.714,0.571,1.571,0.286,45.455,4.714,22.297,1.143,0.429,0.857,14,0.143
Jack Viney,Melbourne,25,Midfielder,21,9.857,80.905,82.238,9,0.429,73.381,10,11.143,21.143,71.171,59.524,81.624,47.297,3.667,0.714,289.429,13.689,3.286,6.435,3.952,5.349,9.143,12,21.143,43.243,2.381,6.333,1.905,2.381,4.286,3.238,0.143,0.238,0.476,0.19,1.524,1.19,0.333,0,0,0,,0,,5.238,0.524,0.048,,0.095,,4,0.19,0.19,0.429,0.381,,3.667,17.907,0.952,0.048,1.048,21.333,0.238
Jack Watts,Port Adelaide,28,Key Defender,2,10.9,81,79.5,2,1,78,12,8.5,20.5,78.049,75,,58.537,0.5,5.5,303,14.78,5,4.1,4.5,4.556,6.5,15,21.5,30.233,6,4,0,0.5,0.5,7,1,0,1.5,0,1.5,2,-0.5,0,0,0,,0,,2.5,0,3,,0.5,,0,0,0,0,0,,5,20,1.5,0,4.5,8.5,3.5
Jack Ziebell,North Melbourne,28,Mid Forward,22,11.614,90.864,89.727,33,1.5,84.364,12.818,7.636,20.455,63.556,55.319,77.381,62.667,4.409,1.136,355.136,17.362,3.409,6,4.545,4.5,9.045,11.909,20.955,43.167,2.091,6.136,1.091,2.136,3.227,3.818,0.364,1,0.318,0.545,1.455,1.091,0.364,0.045,0.051,0,,0,,4.773,0.818,0.136,,0.955,38.095,24,1.091,0.727,2.091,0.545,52.174,5.591,24.649,0.955,0.045,1.182,18.045,0.773
Jackson Hately,Greater Western Sydney,19,Midfielder,7,6.086,61.714,67.571,0,0,78.571,8.571,7.429,16,72.321,55,92.308,53.571,1.857,0.714,204.286,12.768,2.571,6.222,4,4,5.286,11.571,16.857,31.356,1.857,4.143,0.143,0.714,0.857,4.714,0.429,0.143,0.429,0.143,0.714,1.143,-0.429,0,0,0,,0,,3.429,0.714,0.429,,0.286,,2,0.286,0.143,0.429,0,,3.143,15.827,0.714,0.143,0.857,16.857,0.571
Jackson Nelson,West Coast,23,Med Defender,13,4.946,50.692,47.462,0,0,85.538,7.923,3.769,11.692,79.605,75.728,87.755,67.763,0.538,1.923,195.154,16.691,1.769,6.609,2.615,4.471,4.077,8.385,12.462,32.716,3,3.077,0,0.615,0.615,3.615,0.231,0,0.308,0,0.308,0.692,-0.385,0,0,0,,0,,1.769,0,1.308,11.765,0,,0,0,0,0,0,,1.231,5.145,0.231,0.077,2.308,10.462,1.231
Jackson Thurlow,Sydney,25,Med Defender,9,5.356,60.667,58.222,0,0,70.333,9.889,4.667,14.556,66.412,58.427,83.333,67.939,1.333,4.333,257.333,17.679,3.111,4.679,4.222,3.447,4.333,10.111,14.444,30,4.556,3.889,0,0.333,0.333,4.111,0,0,0.889,0.222,0.222,0.889,-0.667,0,0,0,,0,,2.333,0.111,0.222,,0,,0,0,0,0.111,0.444,,3,14.136,0.778,0,3.667,9.222,3
Jackson Trengove,Western Bulldogs,29,Key Defender,16,8.938,65.188,56.812,3,0.188,91.312,7.562,5,12.562,72.139,65.289,82.5,60.199,1,1.938,158.5,12.617,2.438,5.154,2.312,5.432,5.062,7,12.062,41.969,5.25,3.125,0.562,0.625,1.188,3.875,0.562,0.062,1.625,0.062,1,1.562,-0.562,20.625,23.272,6,29.091,2,33.333,2.438,0.062,3.25,17.308,0.125,,1,0.062,0.062,0.125,0.125,,2.312,9.296,1.312,0,5.438,8.125,4.5
Jacob Allison,Brisbane,21,Midfielder,2,4.9,46.5,43.5,0,0,69,9,3,12,70.833,,,75,3.5,1.5,266.5,22.208,3.5,3.429,4,3,5.5,7.5,13,42.308,1.5,3.5,0,0.5,0.5,3,0.5,0,0.5,0,1,1.5,-0.5,0,0,0,,0,,0.5,0,0,,0,,1,0.5,0,1,0,,2,8.333,0.5,0,1,11,0
Jacob Dawson,Gold Coast,20,Med Defender,6,4.433,65.167,72.667,0,0,83.5,10.333,6.667,17,74.51,72.581,77.5,60.784,0.667,2.5,181.5,10.676,2.667,6.375,3.167,5.368,4,12.833,16.833,23.762,4.167,2.833,0.167,0.333,0.5,7,0.5,0,1.333,0,0.167,0.5,-0.333,0,0,0,,0,,2.167,0,2.333,28.571,0,,0,0,0,0,0.167,,2,12.245,0.833,0,2,11.833,1.333
Jacob Heron,Gold Coast,20,Med Forward,5,3.72,36.8,45.4,0,0,81,5.2,6.2,11.4,56.14,42.308,67.742,45.614,2,1.4,159.8,14.018,2,5.7,3.6,3.167,4.4,7.6,12,36.667,1.4,4.4,0.4,0,0.4,2.8,0,0,0.2,0,0,0.2,-0.2,0,0,0,,0,,2.4,0.8,0.8,,0.2,,0,0,0,0.4,0.6,,1.6,9.639,0.4,0,1.2,16.8,1.2
Jacob Hopper,Greater Western Sydney,22,Midfielder,23,11.996,96,92.174,45,1.957,76.565,13.174,12.87,26.043,62.104,48.845,75.676,50.584,3.913,1.261,317.304,12.184,3.957,6.582,4.304,6.051,13.783,12.304,26.087,52.833,3.043,9.913,2.13,3.957,6.087,3.174,0.043,0.174,0.174,0.043,1.696,1.304,0.391,0,0,0,,0,,4.13,0.304,0.174,,0.087,,10,0.435,0.478,1.087,0.435,40,5.609,24.022,1.522,0.087,1.217,16.913,0.609
Jacob Townsend,Richmond,26,Med Forward,1,0.1,29,17,0,0,77,1,2,3,,,,,1,0,51,,3,1,1,3,1,3,4,,0,1,0,0,0,1,0,0,0,1,0,3,-3,0,0,0,,0,,4,3,0,,3,,0,0,0,0,0,,0,0,0,0,2,10,2
Jacob Weitering,Carlton,22,Key Defender,20,9.84,70.65,56.55,8,0.4,94.35,9.95,3.25,13.2,77.273,73.367,89.231,75.379,0.85,3.7,220.15,16.678,2.3,5.739,2.55,5.176,5.35,7.65,13,41.154,7.1,3.3,0,0.2,0.2,5.75,1.45,0,2.85,0.05,0.3,1.05,-0.75,0,0,0,,0,,1.45,0,3.8,26.316,0.1,,0,0,0,0,0,,1.25,6.143,0.75,0,6.95,5.8,6.25
Jade Gresham,St Kilda,22,Mid Forward,19,12.368,84.053,83.368,34,1.789,81.684,13.526,9.105,22.632,65.581,57.977,76.879,59.767,4.789,0.526,370.737,16.381,4.211,5.375,5,4.526,10,12.421,22.421,44.601,2.316,8.316,2,2.579,4.579,3.737,0.053,0.632,0.211,0.211,0.789,1.474,-0.684,0,0,0,,0,,2.895,0.316,0.105,,0.316,,15,0.789,0.684,1.895,0.789,41.667,5.632,25.721,1.368,1,0.421,13.368,0.263
Jaeger O'Meara,Hawthorn,25,Midfielder,21,9.729,90.429,99.524,33,1.571,84.476,15.571,10.19,25.762,61.368,48.624,80.841,60.444,3.619,2.048,354.619,13.765,5.095,5.056,5.524,4.664,11.381,14.19,25.571,44.507,1.905,7.476,2.619,3.571,6.19,3.619,0.048,0.333,0.143,0.238,0.905,1.857,-0.952,0,0,0,,0,,5.857,0.952,0,,0.048,,8,0.381,0.524,1.333,0.381,28.571,5.81,25.793,1.286,0.048,1.19,21.381,0.286
Jaidyn Stephenson,Collingwood,20,Med Forward,14,10.214,80.286,80.929,11,0.786,84.429,11.286,4.357,15.643,66.21,60.759,80.328,72.146,2,0.929,261.429,16.712,2.5,6.257,3.286,4.761,5.143,10.357,15.5,33.18,1.643,3.714,0,0.214,0.214,6.643,0.786,2.571,0.071,1.929,0.429,0.5,-0.071,0,0,0,,0,,2.071,1.357,0,,1.929,22.222,24,1.714,0.929,4.071,1.071,42.105,6.286,26.506,0.571,0.143,1.214,13,0.857
Jake Carlisle,St Kilda,28,Key Defender,10,7.74,60.5,52.8,2,0.2,89.5,8.4,3.2,11.6,78.448,79.762,75,72.414,0.2,2.1,112.2,9.672,1.6,7.25,2,5.8,4.1,6.7,10.8,37.963,5.3,2.1,0,0.1,0.1,5.7,1,0.1,2.6,0.2,0.6,0.6,0,4.1,4.496,1.8,43.902,0.3,,0.7,0.1,4,27.5,0.5,,1,0.1,0.1,0.2,0,,1.6,7.339,0.9,0.3,6.6,5.9,6.2
Jake Kelly,Adelaide,24,Med Defender,22,8.232,74.818,67,0,0,85.273,9.727,6.455,16.182,81.18,78.972,84.507,60.112,0.864,2.364,190.227,11.756,1.909,8.476,2.682,6.034,5.091,10.909,16,31.818,5.773,3.773,0,0.318,0.318,5.182,0.636,0,1.364,0,0.591,0.727,-0.136,0,0,0,,0,,2.727,0,2.182,25,0.045,,0,0,0.045,0.091,0.136,,2.273,10.081,0.636,0,4.818,9.045,4.273
Jake Kolodjashnij,Geelong,24,Med Defender,23,6.091,55.739,48.522,10,0.435,81.609,7.261,3.739,11,77.866,76.647,80.233,66.008,1.304,2.261,160.435,14.585,1.043,10.542,1.652,6.658,4.217,6.783,11,38.34,4.304,2.478,0,0.13,0.13,4.739,1.043,0,1.522,0.087,0.565,0.435,0.13,0,0,0,,0,,1.435,0.043,2.478,17.544,0.217,,0,0,0.043,0.13,0.043,,1.261,5.461,0.522,0,3.783,6.913,3.609
Jake Lever,Melbourne,23,Key Defender,8,8.1,70.75,59.875,0,0,88.875,9.625,5,14.625,72.65,67.532,82.5,65.812,1,3.75,236.5,16.171,2.75,5.318,4.125,3.545,5.875,8.75,14.625,40.171,7.875,4,0,0.125,0.125,6.875,1,0,3,0,0.375,0.5,-0.125,0,0,0,,0,,0.375,0,1.625,23.077,0,,0,0,0,0,0.125,,1.625,8.176,0.875,0.25,6.875,6.875,6
Jake Lloyd,Sydney,26,Med Defender,22,9.559,108.909,107.045,19,0.864,89.136,19.591,11.182,30.773,82.127,75.406,93.902,63.663,1.773,7.182,526.636,17.114,2.227,13.816,4.955,6.211,4.818,19.864,24.682,19.521,4.545,4.091,0.091,0.545,0.636,6.227,0.136,0.182,0.864,0,0.591,0.364,0.227,0,0,0,,0,,1.682,0.045,1.136,32,0.091,,3,0.136,0.182,0.455,0.227,30,5.091,24.034,1.364,0.455,1.864,10.727,1.727
