Player,Team,Age,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Rhys Stanley,St Kilda,23,18,6.911,56.333,45.667,3,0.167,87.722,6.833,3.611,10.444,77.128,72.358,86.154,65.426,1.167,2.389,206.111,19.734,2.611,4,2.5,4.178,3.111,7.222,10.333,30.108,2.833,2.333,0.111,0.333,0.444,3.722,0.278,0.333,1.056,0.389,0.333,1.556,-1.222,7.944,9.033,3.056,38.462,0.722,23.636,1.444,0.222,2.222,45,0.833,26.667,6,0.333,0.278,0.667,0.222,50,3,13.74,0.778,0.222,4.278,7.333,3.556
Richard Douglas,Adelaide,26,22,14.368,101.955,96.227,32,1.455,85.909,14.818,7.955,22.773,71.657,66.258,81.714,65.07,5.318,1.909,438.318,19.248,2.364,9.635,4.409,5.165,8.591,13.682,22.273,38.571,3.045,5.864,1.273,2.182,3.455,5.273,0.318,0.818,0.364,0.5,1,0.955,0.045,0.045,0.051,0.045,,0.045,,3.909,0.409,0.136,,0.682,33.333,20,0.909,0.773,1.909,0.955,47.619,7.318,27.807,1.364,1.273,1.273,19.591,0.727
Richard Tambling,Adelaide,27,5,6.18,55,64.4,0,0,72,7.2,8.8,16,83.75,69.444,95.455,45,1.8,1.2,203.2,12.7,2,8,1.4,11.429,3.2,13.4,16.6,19.277,2.2,2.2,0,0.4,0.4,4.6,0.2,0,0.6,0.2,0.6,0.8,-0.2,0,0,0,,0,,3,0.2,1,,0.2,,1,0.2,0,0.2,0,,3,11.628,0.6,0.6,1,9,0.8
Ricky Henderson,Adelaide,25,14,11.45,85.286,80.286,7,0.5,81.286,13.429,5.857,19.286,73.333,68.085,85.366,69.63,2.714,2.786,456.429,23.667,1.571,12.273,4.214,4.576,5.571,13.286,18.857,29.545,5.071,4,0,0.429,0.429,6.071,0.714,0.286,1.643,0.286,0.714,0.214,0.5,0.071,0.079,0.071,,0.071,,1.857,0.071,0.643,,0.429,,5,0.357,0.357,0.929,0.429,38.462,4.929,20.294,1.214,1.357,2.214,9.786,1.714
Ricky Petterd,Richmond,25,12,9.167,77.917,72.75,3,0.273,81.667,10.333,7.083,17.417,79.426,72.581,89.412,59.33,2.417,2.167,284.417,16.33,2.417,7.207,2.667,6.531,5.667,12.5,18.167,31.193,4.75,3.75,0.25,0.583,0.833,5.333,0.417,0.583,1.333,0.25,0.75,0.5,0.25,0,0,0,,0,,2.5,0.25,1,41.667,0.667,,4,0.333,0.333,0.75,0.25,,5.25,20.064,1,0.167,3.333,11.417,2.417
Robbie Gray,Port Adelaide,25,20,8.45,78.8,69.95,0,0,74.05,9.35,7.5,16.85,66.766,54.011,82.667,55.49,3.15,0.8,243.55,14.454,2.45,6.878,3.7,4.554,8.25,9.15,17.4,47.414,1.35,5.2,1.4,1.8,3.2,3.1,0.2,0.9,0.15,1.1,1.5,1.2,0.3,0.05,0.053,0.05,,0,,3.6,0.8,0,,1.4,32.143,15,0.75,0.75,1.8,1.2,41.667,5.2,22.128,0.9,0.15,0.9,13.5,0.4
Robbie Tarrant,North Melbourne,24,13,5.777,53.846,50.846,0,0,88.923,6,4.154,10.154,68.254,56.757,84.615,59.091,2.077,0,147.167,14.016,1.692,6,2.167,4.846,4.385,6.077,10.462,41.912,0.25,3.25,0,0,0,4.462,0.692,1.846,0,1.667,0.538,1,-0.462,0.75,0.837,0.462,,0.25,,1.154,0.667,0.167,,2.917,28.571,16,1.231,1.154,2.75,0.923,39.394,5,17.804,0.167,0,0.615,10,0.5
Robert Murphy,Western Bulldogs,31,19,12.379,99.053,84.789,13,0.684,88.368,15.579,6.421,22,84.689,84.122,86.066,70.813,3.526,3.421,458.368,20.835,1.789,12.294,3.579,6.147,4.632,16.158,20.789,22.278,3.158,3.526,0,0.526,0.526,4.632,0.526,0.421,0.737,0.526,0.316,0.842,-0.526,0,0,0,,0,,2.263,0.474,0.947,38.889,0.895,29.412,13,0.684,0.368,1.263,0.579,54.167,6.053,24.731,0.895,1.789,1.737,8.368,1.368
Robert Warnock,Carlton,26,12,9.708,88.083,69,0,0,81.75,5.167,4,9.167,65.455,61.29,70.833,56.364,1.917,0.583,159.667,17.418,2.167,4.231,2.5,3.667,5.417,3.917,9.333,58.036,0.75,3.5,0.917,1.917,2.833,1.25,0.25,0.083,0.25,0,1,1.333,-0.333,66.833,70.228,34.5,51.621,9.917,28.744,2.417,0.333,1.667,15,1.167,14.286,1,0.083,0.083,0.167,0.167,,4.917,17.718,3.667,0,3.417,8.333,3
Robin Nahas,Richmond,26,6,3.133,39.333,37.333,0,0,61.333,4.667,3.167,7.833,65.957,50,,59.574,2.333,0,105.833,13.511,1.5,5.222,2.167,3.615,2.833,5.333,8.167,34.694,0.667,2,0.333,0.333,0.667,2.667,0,0.833,0,0.333,0.5,0.667,-0.167,0,0,0,,0,,1.833,0.333,0,,0.667,,3,0.5,0.167,1,0.5,,3.167,12.258,0.5,0.167,0.5,9.667,0
Rohan Bail,Melbourne,25,8,5.975,43.125,46.5,0,0,66.875,6.375,4.375,10.75,56.977,54.902,60,59.302,2.625,0.875,215.25,20.023,2.125,5.059,2.625,4.095,4.625,6.375,11,42.045,1.875,4,0,0.25,0.25,2.875,0.125,0.25,0.125,0.5,0.375,1.25,-0.875,0,0,0,,0,,2.375,0.625,0,,0.25,,4,0.5,0.875,1.375,0.375,36.364,2.625,13.125,0.625,0,0.5,14.5,0.125
Rohan Bewick,Brisbane,24,19,6.211,61.211,60.947,6,0.316,83.053,7.632,5.474,13.105,64.069,56.522,75.269,58.233,2.105,0.474,214.111,16.684,2.105,6.225,2.778,4.62,5.632,7.421,13.053,43.145,1.444,4.167,0.053,0.737,0.789,4.053,0.263,0.789,0.111,0.944,1,0.579,0.421,0.167,0.181,0.158,,0,,2.421,0.667,0.111,,1.222,18.182,15,0.789,1.105,2.222,0.579,37.5,5.111,20.767,0.778,0.263,0.947,8.722,0.722
Rory Laird,Adelaide,20,18,8.511,69.833,71.278,1,0.056,79.111,10,8.5,18.5,79.58,71.667,88.889,54.054,1.167,1.944,194,10.486,1.222,15.136,2.056,9,6.611,12.056,18.667,35.417,5.444,5.278,0.611,0.333,0.944,4.111,0.333,0.056,0.611,0,1,0.278,0.722,0,0,0,,0,,2.833,0.222,1.333,37.5,0.111,,1,0.056,0.111,0.167,0.167,,3.778,14.346,1.333,0.111,1.222,7.833,1
Rory Sloane,Adelaide,23,21,14.176,107,94.571,60,2.857,88.095,12.238,11.286,23.524,73.482,64.981,82.7,52.024,3.619,1.714,352.81,14.998,1.762,13.351,3.381,6.958,11.19,12.333,23.524,47.571,3.857,8.143,1.286,2.714,4,5.381,0.714,0.714,0.905,0.429,1.286,0.905,0.381,0.905,1.027,0.762,,0.238,,3.952,0.333,0.429,,1.286,33.333,12,0.571,0.571,1.381,0.619,41.379,5.952,22.686,1.857,0.19,1.571,20,0.857
Rory Thompson,Gold Coast,22,21,10.857,69.19,54.429,16,0.762,94.381,7.476,4.238,11.714,81.301,78.981,85.393,63.821,0.714,2.476,200.429,17.11,1.524,7.688,1.762,6.649,4.571,7.238,11.81,38.71,5.333,3.143,0,0.095,0.095,5,0.81,0.19,1.857,0.048,0.619,0.429,0.19,1.238,1.387,0.19,15.385,0,,1.857,0.048,5.048,22.642,0.381,,5,0.238,0.143,0.381,0,,2.095,8.527,1,0.238,8.714,7.429,8.143
Ryan Bastinac,North Melbourne,22,22,12.573,93.045,85.455,24,1.091,82.455,12,9.273,21.273,71.333,62.451,82.741,56.41,2.955,1.273,329.762,15.389,2.136,9.957,3.143,6.818,8.591,12.5,21.091,40.733,2.381,6.238,0.864,2.591,3.455,4.318,0.045,0.682,0.429,0.333,0.636,0.545,0.091,0.048,0.052,0.045,,0.048,,3.182,0.571,0.286,,0.238,,20,0.909,0.727,2,0.591,45.238,6.333,23.05,1,1.227,0.773,17.048,0.238
Ryan Crowley,Fremantle,29,25,4.152,58.6,58.72,5,0.227,88.36,7.68,7.12,14.8,70.33,64.894,76.136,51.892,1.8,1.04,212.542,14.014,2.48,5.968,2.667,5.688,5.32,9.56,14.88,35.753,1.875,3.833,0.64,0.96,1.6,3.2,0.4,0.48,0.292,0.167,0.8,1.24,-0.44,0.375,0.413,0.36,,0.167,,2.96,0.417,0.667,25,0.833,20,9,0.36,0.4,0.917,0.36,40.909,3.542,14.655,0.583,0,1.36,10.958,0.792
Ryan Griffen,Western Bulldogs,27,20,18.15,116.35,105.5,78,3.9,83.25,15.2,13.75,28.95,69.603,58.882,81.455,52.504,6.05,1.4,480.45,16.596,3.2,9.047,5.6,5.17,13.1,15.65,28.75,45.565,3.7,8,2.8,3.25,6.05,3.15,0.55,0.35,0.45,0.15,2.05,1.2,0.85,0.3,0.304,0.2,,0,,4.9,0.65,0.7,21.429,0.45,,14,0.7,0.5,1.5,0.55,46.667,7.15,30.233,1.7,1.8,2.4,17.4,1.65
Ryan Harwood,Brisbane,22,13,8.085,67.692,63.615,4,0.308,77.769,8.923,7.154,16.077,84.615,80.734,89.535,55.502,1.385,1.769,196.583,12.097,1.615,9.952,1.917,8.478,4.846,10.923,15.769,30.732,3.917,3.75,0.154,0.692,0.846,3.769,0.308,0,0.667,0,0.615,0.462,0.154,0,0,0,,0,,3,0.25,1.5,22.222,0,,0,0,0,0,0.385,,3.333,13.652,0.917,1.077,1.615,9,1.5
Ryan Lester,Brisbane,21,16,10.444,69.438,61.562,0,0,71.562,7.625,9.188,16.812,73.047,60.345,83.571,45.353,2.312,1.188,234,13.711,1.5,11.208,2.4,7.111,8.188,8.812,17,48.162,2.533,5.6,0.938,2.188,3.125,2.875,0.312,0.188,0.467,0.267,1.125,0.5,0.625,0.133,0.143,0,,0,,2.562,0.533,1,26.667,0.8,33.333,4,0.25,0.312,0.667,0.562,30,3.867,15.978,1.333,0.062,1,10.933,0.667
Ryan O'Keefe,Sydney,32,25,10.284,99.56,97.12,32,1.455,87.08,12.32,10.68,23,62.957,53.247,74.157,53.565,3.08,1.48,299.68,13.03,2.76,8.333,4.72,4.873,12.36,10.8,23.16,53.368,3.28,8.44,1.96,3.08,5.04,3.84,0.28,0.44,0.44,0.2,1.6,1.32,0.28,0.16,0.156,0.08,,0,,6.56,1.28,0.16,,0.88,13.636,12,0.48,0.44,1.16,0.4,41.379,4.88,19.062,1.6,0.16,1.16,22.48,0.64
Ryan Schoenmakers,Hawthorn,23,4,8.85,62.25,48.75,2,0.5,78.75,6.75,6.5,13.25,79.245,85.185,73.077,50.943,0.75,2.25,234.5,17.698,2,6.625,2.75,4.818,5.5,7.25,12.75,43.137,5.75,4.5,0,0.25,0.25,4,0.5,0,1.75,0.25,0.5,1,-0.5,0,0,0,,0,,1.5,0,4.75,21.053,0,,0,0,0,0,0,,1.75,5.738,0.75,0,5.25,7.75,5
Sam Blease,Melbourne,22,10,4.86,33.2,31.8,0,0,58.8,5.6,1.9,7.5,56,55.357,,74.667,1.5,0.7,179.2,23.893,1.7,4.412,2.1,3.571,2.9,4.7,7.6,38.158,1.1,2.4,0,0.3,0.3,1.3,0,0,0.1,0,0.5,0.6,-0.1,0,0,0,,0,,1.3,0.1,0,,0.3,,5,0.5,0.4,1.1,0.3,45.455,2.3,14.286,0.4,1.7,0.3,10.2,0.3
Sam Butler,West Coast,27,15,7.76,75.8,77.067,0,0,83.667,11.133,6.733,17.867,78.731,76.048,83.168,62.313,0.733,1.867,241.467,13.515,1.467,12.182,2.733,6.537,4.667,12.867,17.533,26.616,4.533,3.933,0.067,0.4,0.467,5.2,0.4,0,0.8,0,0.4,0.6,-0.2,0,0,0,,0,,3.867,0.133,1.867,28.571,0,,1,0.067,0.133,0.267,0.067,,3.667,14.249,1.2,0.6,2.4,11.267,1.867
Sam Colquhoun,Port Adelaide,19,10,4.36,50.7,55.3,0,0,65.9,8.2,5.9,14.1,75.887,70.732,83.051,58.156,1.1,1.2,172.4,12.227,1.6,8.812,2.4,5.875,3,11.7,14.7,20.408,1.7,2.4,0.3,0.5,0.8,4.7,0,0.2,0.2,0,0.4,0.3,0.1,0,0,0,,0,,1,0.1,0.5,,0.2,,2,0.2,0.1,0.3,0.2,,3.2,13.617,0.3,1.4,1,9.1,0.3
Sam Darley,Greater Western Sydney,20,4,6.15,65.5,59.5,0,0,85,10.75,6.25,17,77.941,67.442,96,63.235,1.25,2.75,301.5,17.735,1.5,11.333,4.25,4,4.25,11.75,16,26.562,2.25,3.5,0.25,0.75,1,2,0,0,0.25,0,0.75,0.5,0.25,0,0,0,,0,,2,0,0.5,,0.25,,1,0.25,0,0.25,0,,1.75,10.145,0.5,0.25,1,9.75,1
Sam Day,Gold Coast,21,20,8.91,57.3,49.35,1,0.05,88.1,5.6,4.65,10.25,68.293,64.286,73.118,54.634,1.3,0.85,170.5,16.634,1.25,8.2,2.25,4.556,5,5.4,10.4,48.077,2.55,3.25,0.1,0.3,0.4,3.6,0.75,0.45,0.75,0.2,0.7,0.35,0.35,4.95,5.515,1.8,36.364,0.45,25,1.75,0.45,1.45,17.241,1.85,35.135,12,0.6,0.4,1.1,0.25,54.545,3.35,13.618,0.95,0,4.2,10.15,3.6
Sam Docherty,Brisbane,20,13,6.715,52.846,50.231,2,0.154,59.077,7.385,6,13.385,72.989,64.583,83.333,55.172,1.462,1.846,239.462,17.891,1.231,10.875,2.615,5.118,4.692,8.538,13.231,35.465,3,3.692,0.231,0.923,1.154,3,0.231,0.077,0.308,0.077,0.615,0.615,0,0,0,0,,0,,1.923,0.077,0.923,33.333,0.231,,1,0.077,0.154,0.231,0.231,,2.077,8.571,0.385,0.308,1.615,8.077,1.154
Sam Dunell,St Kilda,23,4,6.55,55,52,0,0,72,7.75,4.25,12,75,61.29,,64.583,1,1,157.25,13.104,2,6,2,6,4,7.75,11.75,34.043,4.25,3.25,0.25,0.5,0.75,4.5,0.75,0.75,2,0.5,0,0.25,-0.25,0,0,0,,0,,1.75,0.5,1,,0.5,,0,0,0.5,0.75,0.5,,2.75,12.791,1.5,0.75,2.25,9.25,1.5
Sam Dwyer,Collingwood,27,21,9.09,67.381,64.048,12,0.6,76.81,8.286,8.286,16.571,71.264,62.069,80.46,50,2.667,0.667,228.524,13.79,1.286,12.889,2.571,6.444,5.476,11.048,16.524,33.141,2.381,4.714,0.381,0.762,1.143,3.905,0.048,0.476,0.333,0.476,0.333,0.333,0,0,0,0,,0,,1.714,0.381,0.286,,0.571,16.667,15,0.714,0.429,1.238,1.048,57.692,6.095,23.315,1.19,0.619,1,10.81,0.381
Sam Fisher,St Kilda,31,9,10.1,79.778,68.667,2,0.222,91.444,10.889,7,17.889,83.851,83.673,84.127,60.87,1.444,2.889,231.444,12.938,2.111,8.474,2.333,7.667,5.222,12.667,17.889,29.193,5.667,3.667,0.222,0.556,0.778,6.222,0.444,0.111,1.889,0,0.667,1.444,-0.778,0.778,0.883,0.778,,0.222,,1.556,0,2.111,31.579,0.333,,0,0,0,0.111,0.333,,2.667,11.823,0.778,0.444,3.222,6.889,3
Sam Frost,Greater Western Sydney,20,2,5.95,45.5,35,0,0,74,3.5,6,9.5,,,,,0.5,0.5,77,,0,,0.5,19,6,3.5,9.5,,2,5,0.5,0.5,1,2,0,0,0,0,0.5,0,0.5,9.5,10.16,2,,0.5,,1,0.5,0.5,,1,,0,0,0,0.5,0,,2.5,10.204,1,0,4,18,2
Sam Gibson,North Melbourne,27,22,6.982,76.5,81.636,11,0.5,78.909,11.636,10,21.636,77.455,69.583,86.538,53.782,2.591,1.273,278.524,13.056,2.091,10.348,3.476,6.137,4.909,16.818,21.727,22.594,1.857,4.143,0.273,1.455,1.727,5.864,0.045,0.409,0.238,0.19,0.364,0.591,-0.227,0.048,0.052,0.045,,0,,2,0.238,0.238,,0.19,,8,0.364,0.318,0.952,0.5,40,5.143,18.718,0.81,0.045,0.409,9.619,0.048
Sam Gilbert,St Kilda,27,9,14.222,79.333,70.222,2,0.222,85.556,8,8.889,16.889,83.553,80.556,86.25,47.368,2.778,1.333,273.889,16.217,2.222,7.6,2,8.444,7,10.111,17.111,40.909,5.222,5.444,0.222,0.889,1.111,4.889,0.778,0.222,1.333,0.111,0.444,0.556,-0.111,0.556,0.655,0.556,,0,,2.889,0.333,2.111,26.316,0.111,,4,0.444,0.222,0.667,0.444,,5.111,19.828,1.222,0.889,2.889,11.333,2.333
Sam Grimley,Hawthorn,22,3,9.933,65.667,65.333,0,0,75.333,7,6,13,76.923,61.905,,53.846,3.333,0,224.667,17.282,1.667,7.8,1.667,7.8,3.667,9.333,13,28.205,1,1.333,0,0.667,0.667,5.333,1.333,1.333,0.333,0.667,0,0.333,-0.333,28.333,30.249,8,28.235,2.333,29.167,0.667,0.333,0,,0.333,,3,1,0.667,1.667,0.333,,5.667,17.347,1.667,0.333,1.333,7.667,0.667
Sam J. Reid,Greater Western Sydney,24,9,8.767,61.333,61,0,0,79.222,6.889,6.111,13,69.231,64.516,74.545,52.991,2,1.222,174.556,13.427,2.778,4.68,3,4.333,7.333,5.667,13,56.41,4.111,5.222,0.889,1.556,2.444,2.667,0.222,0.222,0.333,0.333,1.333,1.222,0.111,0.222,0.238,0.111,,0,,5.222,0.889,1.222,45.455,0.333,,2,0.222,0.111,0.556,0.333,,2.667,12.766,1.111,0.111,1.778,17.667,1.444
Sam Jacobs,Adelaide,25,22,9.005,85.318,75.045,7,0.318,86.318,6.5,4.773,11.273,62.903,52.448,77.143,57.661,1.091,1.136,124.318,11.028,1.455,7.75,1.636,6.889,5.045,6.227,11.273,44.758,2,3.227,0.864,0.909,1.773,3.227,0.545,0.227,0.773,0.182,0.864,0.591,0.273,65.591,73.66,28.273,43.105,8.5,30.064,1.909,0.273,1.091,29.167,1.364,20,4,0.182,0.227,0.5,0.182,36.364,3.818,14.508,2.091,0,2.773,8.136,2.409
Sam Kerridge,Adelaide,20,11,8.555,65,69.273,16,1.455,80.182,7.455,7.182,14.636,73.292,67.073,79.747,50.932,1.818,1.091,202.364,13.826,1.727,8.474,2.273,6.44,4.909,10,14.909,32.927,1.909,4.182,0.091,1.091,1.182,5,0.182,0.727,0.727,0.455,0.091,0.455,-0.364,0.182,0.205,0,,0,,2.818,0.909,0.364,,0.818,,13,1.182,0.455,1.727,0.455,68.421,4.818,17.55,1,0.091,0.909,13.091,0.455
Sam Mayes,Brisbane,19,18,8.361,70.278,72.889,22,1.222,78.111,11,5.722,16.722,72.5,66.12,84.536,65.781,3.111,1.333,311.353,18.904,1.278,13.087,3,5.49,4.444,12,16.444,27.027,1.824,3.294,0.222,1.167,1.389,4.833,0.222,0.389,0.176,0.235,0.389,0.278,0.111,0,0,0.111,,0,,2.5,0.353,0.471,,0.353,,12,0.667,0.278,1,0.556,52.941,3.647,14.657,0.588,0.278,1.056,15.235,0.765
Sam Michael,Brisbane,20,3,4.8,36.333,32,0,0,87,2,3.667,5.667,,,,,0.333,0.333,40.333,,0.667,8.5,0.667,8.5,2.333,3.333,5.667,,2.333,1,0,0.333,0.333,2,0.333,0,1,0.333,1,0.333,0.667,23.667,24.483,6,25.352,1.667,,1.667,0,2.667,,3,,0,0,0,0,0,,1,4.478,0.667,0,3.667,5.667,3.667
Sam Mitchell,Hawthorn,31,24,15.017,104.208,94.458,45,2.143,87.292,15.458,12.583,28.042,73.7,63.612,86.093,55.126,3.5,2.833,447,15.941,2.625,10.683,4.25,6.598,9.667,18.333,28,34.524,3.583,5.667,2.042,2.375,4.417,3.458,0.125,0.208,0.167,0.125,1.083,1.042,0.042,0.125,0.133,0.125,,0.042,,3.25,0.208,0.25,,0.25,,5,0.208,0.208,0.417,0.875,50,7.542,25.601,1.875,1.125,1.917,14,0.5
Sam Reid,Sydney,22,10,6.26,58.2,51.8,0,0,80.2,6.1,4.7,10.8,65.741,63.934,68.085,56.481,2,0.3,158.3,14.657,2.3,4.696,3.5,3.086,4.7,6.2,10.9,43.119,1.3,3,0,0.3,0.3,3.8,1.4,1,0.4,0.9,0.3,0.6,-0.3,0,0,0,,0,,2.4,1.1,0.2,,1.6,31.25,7,0.7,0.4,1.6,0.6,43.75,3.7,14.068,0.2,0.3,1.5,10.2,1.2
Sam Rowe,Carlton,26,10,5.47,60.1,56.3,0,0,85,5.9,3.4,9.3,64.516,54.237,82.353,63.441,1.5,0.2,136.9,14.72,1.1,8.455,1.6,5.812,4.6,4.8,9.4,48.936,0.8,2.7,0.4,0.2,0.6,4.1,1.3,1.5,0.2,0.6,0.6,0.7,-0.1,17.9,19.606,7.3,40.782,1.2,16.438,1.9,0.3,0.6,,4.6,19.565,9,0.9,0.7,1.8,0.6,50,4.6,16.606,0.6,0,2.6,7.9,2.2
Sam Shaw,Adelaide,22,2,7,59,48,0,0,89,7.5,3,10.5,66.667,,,71.429,0.5,4,254,24.19,1,10.5,2.5,4.2,5,6,11,45.455,5.5,4,0,0,0,3.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,,0,,2.5,0,2,,0,,0,0,0,0,0,,2,7.547,0.5,0,2,8,2
Sam Wright,North Melbourne,23,16,7.037,55.062,48.438,2,0.125,76.25,6.688,5.062,11.75,74.468,66.355,85.185,56.915,1.875,0.5,191.938,16.335,1.375,8.545,2.375,4.947,5.312,6.312,11.625,45.699,2.375,4.688,0.125,0.375,0.5,3.125,0.375,0.625,0.25,0.25,0.25,0.688,-0.438,0,0,0,,0,,1.875,0.5,0.562,,0.875,7.143,7,0.438,0.562,1.25,0.438,35,3.938,15.072,0.875,0.188,0.688,8.875,0.562
Samuel Lonergan,Richmond,26,2,4.95,38,43,0,0,57,5.5,5.5,11,59.091,,,50,2,1,167,15.182,2,5.5,1.5,7.333,8,3.5,11.5,69.565,1.5,6,2,1.5,3.5,2,0,0,0,0,0.5,1,-0.5,0,0,0,,0,,3,0,0,,0,,0,0,0,0,0.5,,3,15,1,0.5,0,14,0
Scott D. Thompson,North Melbourne,27,19,13.347,98.158,77.684,22,1.158,95.474,12,7.579,19.579,83.24,78.281,91.241,61.29,1.842,4.211,388.778,19.547,2.421,8.087,3.111,6.393,7.632,11,18.632,40.96,8.444,5,0,0.316,0.316,6.526,1.211,0,2.111,0.056,1.526,1.368,0.158,0.111,0.118,0.053,,0,,2.211,0,3.278,18.644,0.333,,2,0.105,0,0.222,0.263,,4.389,16.155,2.389,1.789,4.895,9,4.389
Scott Gumbleton,Essendon,25,7,7.271,58.571,56.857,4,0.571,80,5.429,4.143,9.571,73.134,63.158,86.207,56.716,1.286,0,137.429,14.358,1,9.571,2.143,4.467,4.571,5.429,10,45.714,0.571,2,0,0,0,5.286,1.571,2,0.286,1.286,0.571,0.286,0.286,2,2.194,0.429,,0.143,,1.286,0.714,0,,3.143,0,12,1.714,0.857,2.857,0.857,60,5.286,19.372,0.286,0.143,1,8.429,0.571
Scott Lycett,West Coast,21,7,7.729,65.571,56.429,0,0,81.429,4.571,6.286,10.857,75,62.5,84.091,42.105,1.429,0.286,149.571,13.776,1.714,6.333,2,5.429,4.143,6.857,11,37.662,2.571,2.857,0.429,0.286,0.714,3.571,0.714,0.286,1,0.571,0.286,1,-0.714,30,33.386,11.571,38.571,3,25.926,2.143,0.429,0.571,,1.714,25,2,0.286,0.286,0.714,0.571,,3.429,15.789,1,0.429,1.857,11,1.714
Scott McMahon,North Melbourne,27,11,7.673,69.727,59.636,0,0,84.909,9.545,4.182,13.727,86.093,86.667,84.783,69.536,1,2.727,251.818,18.344,1.273,10.786,2.455,5.593,4.636,7.909,12.545,36.957,4.909,2.636,0.091,0.273,0.364,5.091,0.455,0,0.727,0,1.273,0.909,0.364,0,0,0,,0,,2.182,0,2.545,35.714,0.091,,0,0,0.091,0.091,0.364,,3.636,12.945,1.636,0.455,3.364,9.182,2.909
Scott Pendlebury,Collingwood,25,23,18.052,125.522,112,96,4.364,86.13,14.304,15.609,29.913,77.035,70.821,82.73,47.82,4.13,1.739,395.348,13.217,2.304,12.981,4.043,7.398,12.609,17.261,29.87,42.213,3.696,8.739,2.087,3.478,5.565,3.826,0.348,0.174,0.696,0.217,1.739,0.391,1.348,0.087,0.104,0.043,,0,,5.174,0.783,0.609,35.714,0.696,43.75,18,0.783,0.391,1.348,0.826,58.065,7.609,28.409,2.478,0.522,1.217,20.522,0.696
Scott Selwood,West Coast,23,18,11.889,103.778,108.389,31,1.722,85.056,12.667,12.889,25.556,69.783,56.14,83.19,49.565,3.5,1.944,333.444,13.048,3.056,8.364,5.111,5,11.389,13.889,25.278,45.055,3.278,6.833,2.722,2.889,5.611,4.556,0.056,0.167,0.389,0.222,2.389,1.111,1.278,0.056,0.058,0,,0,,7.556,0.944,0.444,,0.278,,4,0.222,0.333,0.667,0.333,33.333,5.333,20.426,1.833,0.389,1.556,22.944,0.833
Scott Thompson,Adelaide,30,22,10.741,97.591,93.136,26,1.182,87.273,13.318,11.364,24.682,67.956,61.092,76,53.959,3.773,1.727,330.409,13.387,3.773,6.542,4.727,5.221,11.955,12.818,24.773,48.257,2.318,7.227,1.818,3.227,5.045,4.318,0.636,0.364,0.455,0.364,1.136,2,-0.864,0.182,0.204,0.136,,0.091,,4.909,0.818,0.409,,1.136,32,8,0.364,0.409,1,0.455,36.364,6.318,24.007,1.545,0.045,1.136,17.045,0.545
Sean Dempster,St Kilda,29,19,7.621,71.368,66.105,2,0.105,90.684,10.526,5.368,15.895,81.457,76.5,91.176,66.225,0.895,3.053,245.684,15.457,2.263,7.023,2.579,6.163,4.474,10.895,15.368,29.11,5.421,3.105,0,0.263,0.263,5.947,0.842,0,1.684,0,0.421,0.737,-0.316,0.053,0.06,0.053,,0,,1.842,0,1.684,25,0.105,,1,0.053,0,0.053,0.105,,2.737,12.745,0.895,0.737,3.684,6.316,2.947
Seb Tape,Gold Coast,21,7,6.643,52.143,46.143,0,0,82.143,4,5.571,9.571,74.627,57.143,87.179,41.791,0.571,1,101.286,10.582,1.571,6.091,1.286,7.444,5.429,4.143,9.571,56.716,4.143,4.143,0.286,0.571,0.857,2.429,0.571,0,0.429,0,0.571,0.429,0.143,0.143,0.155,0.143,,0,,3.857,0,2.286,37.5,0,,1,0.143,0,0.143,0,,1.429,5.848,0.714,0,3.714,10,3.143
Sebastian Ross,St Kilda,20,13,5.315,54.923,56.308,0,0,69.692,5.538,9.615,15.154,69.036,51.389,79.2,36.548,1.308,0.769,128.154,8.457,2.231,6.793,2.615,5.794,5.692,9.231,14.923,38.144,2.077,4.923,0.154,1.615,1.769,2.692,0,0.462,0.231,0,0.462,0.846,-0.385,0.077,0.086,0.077,,0.077,,3.231,0.538,0.308,,0.308,,3,0.231,0.077,0.308,0.308,,3.077,13.699,0.615,0.231,0.615,13.923,0.385
